cliente_id,idade,renda_estimada,valor_compra,qtd_parcelas,ja_usou_pix_parcelado_antes,score_credito,inadimplente,estrategia_lembrete,recuperou
CLI3480,26,900.0,1006.77,6,0,790,0,N/A,0
CLI3481,40,1882.8,2737.53,6,1,571,0,N/A,0
CLI3482,61,2306.72,1578.93,3,0,300,0,N/A,0
CLI3483,58,2698.16,297.52,4,1,301,1,Lembrete simples,1
CLI3484,39,2760.69,2015.3,4,1,424,0,N/A,0
CLI3485,28,2544.34,2842.35,4,0,655,0,N/A,0
CLI3486,64,1517.28,2407.92,6,0,657,0,N/A,0
CLI3487,45,1861.88,632.78,4,1,629,0,N/A,0
CLI3488,30,4210.29,988.7,3,0,615,0,N/A,0
CLI3489,37,1666.8,703.1,6,1,722,0,N/A,0
CLI3490,19,1116.88,700.12,6,0,450,1,Lembrete simples,0
CLI3491,22,3981.7,211.19,2,0,505,1,Lembrete com opção de renegociar,0
CLI3492,54,2464.77,2222.47,2,0,636,0,N/A,0
CLI3493,49,1643.19,2506.49,3,1,476,1,Lembrete com opção de renegociar,0
CLI3494,43,1823.53,2801.51,6,0,490,0,N/A,0
CLI3495,26,2375.23,1565.47,9,0,608,0,N/A,0
CLI3496,21,1580.05,2094.49,3,0,667,1,Lembrete simples,0
CLI3497,29,960.92,803.41,2,0,540,0,N/A,0
CLI3498,18,2688.22,379.24,9,0,422,1,Lembrete com opção de renegociar,0
CLI3499,59,2987.07,1006.52,6,1,600,0,N/A,0
CLI3500,18,2654.0,2189.02,6,1,560,0,N/A,0
CLI3501,39,1188.92,599.84,12,0,531,1,Lembrete com opção de renegociar,1
CLI3502,50,2888.24,863.09,6,0,759,0,N/A,0
CLI3503,28,984.3,428.47,4,0,596,0,N/A,0
CLI3504,32,1245.5,221.41,6,0,377,0,N/A,0
CLI3505,46,2766.38,2213.23,2,0,439,1,Lembrete simples,0
CLI3506,62,4807.14,2209.15,2,1,530,0,N/A,0
CLI3507,62,1051.14,322.01,6,1,846,0,N/A,0
CLI3508,25,2391.6,736.72,3,1,697,0,N/A,0
CLI3509,59,1466.14,1342.67,6,0,819,0,N/A,0
CLI3510,48,1589.98,52.79,12,0,576,0,N/A,0
CLI3511,47,1857.73,2686.93,2,0,503,0,N/A,0
CLI3512,32,1554.66,1506.76,2,0,689,0,N/A,0
CLI3513,39,3106.54,2200.31,12,1,300,0,N/A,0
CLI3514,25,2012.8,2177.1,9,0,665,1,Lembrete simples,0
CLI3515,58,2343.92,1551.71,4,0,556,1,Lembrete com opção de renegociar,1
CLI3516,31,1389.45,921.72,4,1,614,0,N/A,0
CLI3517,21,1994.05,1639.55,3,1,414,1,Lembrete simples,1
CLI3518,52,2968.08,2385.37,2,0,567,0,N/A,0
CLI3519,60,4383.92,1923.38,6,0,425,0,N/A,0
CLI3520,50,1108.58,1904.27,2,0,432,0,N/A,0
CLI3521,62,1266.13,1378.45,9,1,355,1,Lembrete com opção de renegociar,0
CLI3522,35,1434.93,1282.92,2,0,581,0,N/A,0
CLI3523,43,1092.51,388.58,4,0,595,0,N/A,0
CLI3524,20,2793.24,2922.82,9,0,631,0,N/A,0
CLI3525,60,1579.83,1431.07,2,0,557,0,N/A,0
CLI3526,34,4001.04,656.2,4,1,740,0,N/A,0
CLI3527,41,1051.1,2515.19,2,0,635,1,Lembrete com opção de renegociar,0
CLI3528,59,2120.62,2771.61,6,1,759,0,N/A,0
CLI3529,56,3539.26,2021.84,2,0,643,0,N/A,0
CLI3530,45,1571.97,1123.06,12,1,428,0,N/A,0
CLI3531,41,1864.33,1637.83,3,0,519,0,N/A,0
CLI3532,20,3871.3,1389.16,6,1,574,0,N/A,0
CLI3533,39,1109.24,1463.45,3,1,692,0,N/A,0
CLI3534,41,1375.39,1535.68,12,0,629,1,Lembrete com opção de renegociar,0
CLI3535,22,2139.59,1934.47,6,0,591,0,N/A,0
CLI3536,46,3372.25,2540.34,9,1,641,0,N/A,0
CLI3537,54,1431.24,2080.82,6,1,645,0,N/A,0
CLI3538,24,3661.17,2024.75,9,0,665,0,N/A,0
CLI3539,38,2047.06,1952.84,3,0,667,1,Lembrete com opção de renegociar,0
CLI3540,27,951.73,2404.55,2,0,707,1,Lembrete com opção de renegociar,1
CLI3541,23,900.0,1122.97,2,0,300,0,N/A,0
CLI3542,54,3829.28,2793.67,6,1,529,0,N/A,0
CLI3543,34,3423.7,2447.56,2,1,709,0,N/A,0
CLI3544,41,954.0,135.0,4,1,775,0,N/A,0
CLI3545,48,2940.97,1223.45,4,0,304,0,N/A,0
CLI3546,29,2651.67,1872.72,2,0,510,0,N/A,0
CLI3547,23,2467.62,2934.75,4,0,540,0,N/A,0
CLI3548,61,2501.65,2833.2,4,0,805,0,N/A,0
CLI3549,43,3541.35,2118.39,3,1,451,0,N/A,0
CLI3550,27,2783.93,216.44,6,0,570,0,N/A,0
CLI3551,21,4560.07,1270.76,2,0,375,1,Lembrete com opção de renegociar,1
CLI3552,64,1240.49,1228.47,6,0,661,0,N/A,0
CLI3553,25,2610.57,592.95,6,0,300,1,Lembrete simples,1
CLI3554,60,1502.73,933.2,9,0,519,0,N/A,0
CLI3555,32,1839.96,1193.16,3,1,839,0,N/A,0
CLI3556,25,2607.79,2292.14,6,1,657,0,N/A,0
CLI3557,23,5865.07,1787.67,3,0,420,1,Lembrete com opção de renegociar,0
CLI3558,55,2998.23,2317.89,2,0,535,0,N/A,0
CLI3559,18,2914.32,223.55,4,0,510,0,N/A,0
CLI3560,50,1674.94,761.2,6,0,403,0,N/A,0
CLI3561,28,1798.94,2174.03,3,0,722,1,Lembrete simples,1
CLI3562,31,900.0,1772.53,3,0,569,1,Lembrete simples,0
CLI3563,61,1438.89,1502.47,2,1,704,0,N/A,0
CLI3564,60,900.0,1284.76,12,1,300,1,Lembrete simples,0
CLI3565,46,2312.28,2654.12,3,0,357,1,Lembrete com opção de renegociar,1
CLI3566,60,2308.56,727.97,3,0,538,1,Lembrete com opção de renegociar,0
CLI3567,20,2938.19,2121.92,2,1,348,1,Lembrete simples,0
CLI3568,50,2724.65,1093.46,2,1,502,0,N/A,0
CLI3569,30,3193.72,964.88,2,0,669,0,N/A,0
CLI3570,24,2025.73,1502.5,4,0,584,1,Lembrete simples,0
CLI3571,51,2642.95,2007.79,6,0,634,0,N/A,0
CLI3572,24,2432.47,136.33,4,1,639,0,N/A,0
CLI3573,57,3741.09,266.27,12,1,545,0,N/A,0
CLI3574,32,1798.73,1871.22,6,1,510,1,Lembrete com opção de renegociar,1
CLI3575,33,2692.74,1914.78,3,0,531,0,N/A,0
CLI3576,54,1552.55,1655.25,12,1,463,1,Lembrete com opção de renegociar,0
CLI3577,42,900.0,2866.69,6,0,549,1,Lembrete simples,0
CLI3578,31,6369.6,1945.93,2,1,646,0,N/A,0
CLI3579,24,2731.87,2645.24,12,0,959,0,N/A,0
CLI3580,58,2341.52,1901.39,9,1,504,0,N/A,0
CLI3581,35,1328.1,999.84,2,1,844,0,N/A,0
CLI3582,63,1699.46,2578.87,6,0,487,1,Lembrete com opção de renegociar,1
CLI3583,37,2226.83,1812.07,12,1,677,0,N/A,0
CLI3584,43,1645.3,578.44,2,1,649,0,N/A,0
CLI3585,52,4039.08,1135.91,9,1,528,0,N/A,0
CLI3586,28,900.0,400.9,3,0,647,0,N/A,0
CLI3587,47,3343.7,787.27,6,1,583,0,N/A,0
CLI3588,48,3574.35,1205.2,2,1,458,0,N/A,0
CLI3589,26,2600.97,1814.55,12,0,300,0,N/A,0
CLI3590,40,2043.81,1683.66,12,0,850,0,N/A,0
CLI3591,36,1339.75,2756.78,3,1,657,1,Lembrete com opção de renegociar,0
CLI3592,43,1115.34,2747.4,3,0,663,1,Lembrete com opção de renegociar,0
CLI3593,37,1220.44,401.91,2,1,487,0,N/A,0
CLI3594,18,2016.45,253.43,4,0,798,0,N/A,0
CLI3595,54,1157.39,1389.74,3,0,703,0,N/A,0
CLI3596,64,1130.18,2595.8,6,0,728,1,Lembrete simples,0
CLI3597,60,2904.67,1808.41,3,0,840,0,N/A,0
CLI3598,49,1666.14,2718.94,4,1,809,1,Lembrete com opção de renegociar,0
CLI3599,23,1944.65,1388.05,9,0,488,0,N/A,0
CLI3600,18,985.82,1227.19,3,0,501,0,N/A,0
CLI3601,41,5471.72,971.54,4,0,885,0,N/A,0
CLI3602,58,1517.61,794.53,6,0,809,0,N/A,0
CLI3603,27,1500.58,2643.04,3,0,740,0,N/A,0
CLI3604,21,2536.05,1670.7,4,1,567,0,N/A,0
CLI3605,56,2302.21,1301.88,6,0,460,0,N/A,0
CLI3606,54,1195.55,1966.9,12,0,578,1,Lembrete com opção de renegociar,0
CLI3607,25,1933.5,959.9,6,0,544,0,N/A,0
CLI3608,22,1433.6,722.18,6,0,354,1,Lembrete com opção de renegociar,0
CLI3609,59,2933.08,619.32,3,0,580,0,N/A,0
CLI3610,21,4255.46,2873.26,4,0,500,1,Lembrete com opção de renegociar,0
CLI3611,64,5236.7,2353.5,2,1,588,0,N/A,0
CLI3612,40,2347.43,2339.33,6,0,381,0,N/A,0
CLI3613,52,3657.63,2927.05,4,0,606,0,N/A,0
CLI3614,24,900.0,626.47,2,1,446,0,N/A,0
CLI3615,19,1693.26,778.36,9,1,397,1,Lembrete simples,1
CLI3616,32,2874.85,656.44,6,0,771,0,N/A,0
CLI3617,21,2252.36,2596.77,2,0,582,1,Lembrete simples,0
CLI3618,40,3673.11,570.04,2,0,564,0,N/A,0
CLI3619,29,2255.83,2864.97,2,0,526,1,Lembrete com opção de renegociar,1
CLI3620,42,995.09,295.58,4,1,661,0,N/A,0
CLI3621,39,1226.4,2636.65,4,1,518,1,Lembrete com opção de renegociar,0
CLI3622,47,2766.39,2579.44,2,0,415,1,Lembrete simples,1
CLI3623,41,900.0,2849.74,2,0,481,0,N/A,0
CLI3624,27,2566.81,2195.89,4,1,735,0,N/A,0
CLI3625,64,2979.94,2769.26,2,0,635,0,N/A,0
CLI3626,19,2697.57,1899.62,2,0,510,0,N/A,0
CLI3627,25,1499.25,1767.18,4,0,509,0,N/A,0
CLI3628,50,928.15,1090.26,12,1,642,0,N/A,0
CLI3629,57,1744.6,1355.24,6,0,876,0,N/A,0
CLI3630,20,2500.71,1544.65,2,0,594,0,N/A,0
CLI3631,32,4376.39,2673.44,4,0,433,0,N/A,0
CLI3632,60,1226.13,2935.9,9,0,698,1,Lembrete com opção de renegociar,0
CLI3633,26,1701.84,1349.44,6,0,633,1,Lembrete com opção de renegociar,1
CLI3634,27,2303.07,241.2,12,0,300,0,N/A,0
CLI3635,37,2679.02,476.47,2,0,968,0,N/A,0
CLI3636,18,1990.91,2890.5,3,0,560,1,Lembrete simples,0
CLI3637,37,2521.24,856.58,3,1,540,0,N/A,0
CLI3638,36,4738.48,106.13,6,0,555,1,Lembrete simples,0
CLI3639,33,2169.73,1207.9,6,0,346,0,N/A,0
CLI3640,28,2648.68,100.31,2,0,663,0,N/A,0
CLI3641,28,2460.12,748.96,6,0,555,0,N/A,0
CLI3642,22,1890.04,2932.44,12,0,425,1,Lembrete simples,1
CLI3643,43,1858.4,102.05,2,1,620,0,N/A,0
CLI3644,56,1760.04,1163.28,9,0,428,1,Lembrete simples,1
CLI3645,24,2854.44,633.92,4,0,571,0,N/A,0
CLI3646,26,3202.34,2322.26,6,0,793,0,N/A,0
CLI3647,25,900.0,2939.8,4,1,833,1,Lembrete com opção de renegociar,0
CLI3648,32,2129.89,1081.45,9,0,545,0,N/A,0
CLI3649,43,1432.65,1322.58,3,0,605,1,Lembrete simples,0
CLI3650,50,1200.71,2304.5,3,1,686,0,N/A,0
CLI3651,54,3545.84,2549.78,4,1,572,1,Lembrete simples,0
CLI3652,22,4293.27,2431.12,2,1,369,1,Lembrete simples,0
CLI3653,30,3698.83,1378.53,9,0,416,0,N/A,0
CLI3654,37,2649.79,190.1,6,0,824,0,N/A,0
CLI3655,39,3038.58,1847.22,4,0,553,0,N/A,0
CLI3656,62,1942.15,1379.27,12,0,721,1,Lembrete simples,0
CLI3657,53,8608.42,436.26,6,1,736,0,N/A,0
CLI3658,39,2564.21,2553.56,2,0,300,1,Lembrete simples,0
CLI3659,38,1522.23,2965.93,4,1,340,0,N/A,0
CLI3660,59,1738.9,2296.13,2,0,768,0,N/A,0
CLI3661,23,900.0,1913.27,2,0,533,0,N/A,0
CLI3662,63,2493.64,2495.02,4,0,585,1,Lembrete com opção de renegociar,0
CLI3663,51,2328.16,2421.96,4,0,708,1,Lembrete com opção de renegociar,0
CLI3664,62,900.0,1043.59,3,0,679,1,Lembrete simples,0
CLI3665,23,2177.73,2111.03,2,0,544,0,N/A,0
CLI3666,23,1656.31,392.12,2,0,654,1,Lembrete com opção de renegociar,0
CLI3667,48,1665.31,1221.99,9,1,527,0,N/A,0
CLI3668,18,1365.24,2375.99,9,0,416,0,N/A,0
CLI3669,28,3023.41,129.82,6,1,722,0,N/A,0
CLI3670,40,3417.07,1366.97,2,0,300,0,N/A,0
CLI3671,22,2143.25,1153.21,2,0,840,1,Lembrete com opção de renegociar,0
CLI3672,48,6304.22,1733.29,2,0,495,1,Lembrete simples,1
CLI3673,51,2537.01,341.2,2,1,765,0,N/A,0
CLI3674,64,2608.5,2409.76,6,1,579,0,N/A,0
CLI3675,25,2359.65,1259.27,12,0,739,0,N/A,0
CLI3676,43,1286.68,2346.73,2,0,389,0,N/A,0
CLI3677,50,2290.09,1337.96,3,0,548,0,N/A,0
CLI3678,39,2134.61,2450.47,4,0,635,1,Lembrete com opção de renegociar,1
CLI3679,35,2015.93,1645.0,12,0,664,0,N/A,0
CLI3680,50,1606.82,98.67,2,1,627,0,N/A,0
CLI3681,20,3401.54,2162.75,2,0,759,0,N/A,0
CLI3682,29,5135.2,2380.35,4,1,300,1,Lembrete com opção de renegociar,0
CLI3683,52,3159.39,1711.59,9,1,607,1,Lembrete com opção de renegociar,1
CLI3684,33,900.0,1092.76,2,1,633,1,Lembrete com opção de renegociar,1
CLI3685,49,4443.81,1230.29,2,1,534,0,N/A,0
CLI3686,39,954.41,963.29,6,0,537,0,N/A,0
CLI3687,35,2522.73,994.57,3,1,715,0,N/A,0
CLI3688,34,1471.33,1073.23,2,1,491,1,Lembrete simples,1
CLI3689,55,1538.71,2654.97,12,0,336,0,N/A,0
CLI3690,38,1728.2,1793.1,3,0,527,0,N/A,0
CLI3691,28,4112.0,1708.25,3,0,421,0,N/A,0
CLI3692,28,2736.08,575.14,2,1,707,0,N/A,0
CLI3693,24,1227.96,486.19,3,0,419,0,N/A,0
CLI3694,19,1294.8,2528.1,2,0,461,0,N/A,0
CLI3695,64,3041.08,1206.0,3,0,874,0,N/A,0
CLI3696,37,1652.87,2889.7,2,0,498,1,Lembrete com opção de renegociar,1
CLI3697,42,2547.79,352.79,6,0,744,0,N/A,0
CLI3698,40,1344.69,1389.61,6,0,575,0,N/A,0
CLI3699,41,1430.04,2324.89,12,0,677,1,Lembrete com opção de renegociar,0
CLI3700,63,932.27,1080.44,2,0,345,1,Lembrete com opção de renegociar,0
CLI3701,23,1989.49,1817.08,6,1,900,0,N/A,0
CLI3702,56,1878.73,1714.9,12,1,717,0,N/A,0
CLI3703,33,3323.07,1063.4,4,1,602,0,N/A,0
CLI3704,49,2037.34,2680.38,4,0,300,1,Lembrete com opção de renegociar,1
CLI3705,37,1641.74,956.85,4,0,892,0,N/A,0
CLI3706,21,2022.84,2809.25,12,1,777,0,N/A,0
CLI3707,30,2479.6,2361.87,4,1,599,0,N/A,0
CLI3708,30,3771.33,1449.16,3,1,422,0,N/A,0
CLI3709,22,1611.78,2873.36,12,0,549,1,Lembrete simples,0
CLI3710,61,1505.8,1135.98,2,0,762,1,Lembrete com opção de renegociar,1
CLI3711,61,4296.17,2387.14,3,1,343,1,Lembrete simples,1
CLI3712,38,1251.08,2183.19,3,0,696,0,N/A,0
CLI3713,35,2439.8,600.43,2,0,561,0,N/A,0
CLI3714,25,2275.71,1867.76,3,0,474,0,N/A,0
CLI3715,43,2164.74,512.05,2,0,625,0,N/A,0
CLI3716,35,1686.16,2259.64,2,0,422,1,Lembrete com opção de renegociar,1
CLI3717,61,1277.37,2625.93,6,0,779,1,Lembrete simples,0
CLI3718,35,3026.96,2520.9,9,1,652,1,Lembrete com opção de renegociar,0
CLI3719,36,2297.48,2159.04,3,1,419,1,Lembrete com opção de renegociar,0
CLI3720,59,1304.79,477.27,4,0,300,1,Lembrete com opção de renegociar,0
CLI3721,60,1498.59,1629.95,4,0,654,1,Lembrete simples,1
CLI3722,44,1609.6,2498.43,4,1,560,0,N/A,0
CLI3723,60,1562.48,1249.85,3,0,522,1,Lembrete simples,0
CLI3724,40,900.0,833.44,4,0,629,0,N/A,0
CLI3725,30,900.0,91.29,4,1,488,0,N/A,0
CLI3726,22,7323.7,394.88,4,0,703,0,N/A,0
CLI3727,35,1678.61,2282.19,6,1,306,1,Lembrete simples,0
CLI3728,19,2980.4,2588.8,3,0,539,0,N/A,0
CLI3729,25,1221.84,1533.92,9,0,603,0,N/A,0
CLI3730,44,900.0,672.9,3,1,611,0,N/A,0
CLI3731,52,2809.15,2579.62,3,1,551,0,N/A,0
CLI3732,18,2581.66,1115.2,3,1,485,0,N/A,0
CLI3733,60,1977.07,1664.12,4,0,803,0,N/A,0
CLI3734,36,6491.53,2757.97,9,0,467,1,Lembrete simples,1
CLI3735,44,921.21,2897.42,12,1,627,1,Lembrete com opção de renegociar,0
CLI3736,44,4157.62,2754.92,3,0,678,0,N/A,0
CLI3737,58,2118.56,638.97,9,0,484,0,N/A,0
CLI3738,18,1315.09,626.71,12,1,685,0,N/A,0
CLI3739,18,1254.23,925.42,12,1,590,0,N/A,0
CLI3740,40,1003.96,523.18,2,1,476,0,N/A,0
CLI3741,43,1776.97,60.87,3,0,706,0,N/A,0
CLI3742,29,1398.18,2139.1,2,1,623,0,N/A,0
CLI3743,18,1717.1,135.1,3,0,666,0,N/A,0
CLI3744,60,2329.62,251.43,2,0,838,0,N/A,0
CLI3745,33,900.0,2214.51,2,0,529,1,Lembrete com opção de renegociar,0
CLI3746,50,2752.06,1881.47,4,0,627,1,Lembrete com opção de renegociar,0
CLI3747,56,2573.61,2773.37,3,0,683,0,N/A,0
CLI3748,39,1307.3,2731.16,6,1,830,0,N/A,0
CLI3749,39,1541.92,2110.68,6,0,300,1,Lembrete com opção de renegociar,0
CLI3750,44,1509.74,1882.49,12,1,600,1,Lembrete simples,0
CLI3751,40,5750.83,889.36,3,1,659,0,N/A,0
CLI3752,34,1497.24,285.1,3,0,727,0,N/A,0
CLI3753,41,1141.18,2296.46,6,1,817,1,Lembrete com opção de renegociar,1
CLI3754,49,1543.77,1631.58,3,1,608,1,Lembrete simples,0
CLI3755,28,1891.79,2066.87,6,1,559,0,N/A,0
CLI3756,22,2569.96,92.62,4,1,700,0,N/A,0
CLI3757,32,2574.28,1186.28,9,0,780,0,N/A,0
CLI3758,53,2252.45,2218.04,3,1,382,1,Lembrete simples,0
CLI3759,36,4661.78,1810.37,9,0,733,0,N/A,0
CLI3760,23,2858.1,1719.07,2,0,451,0,N/A,0
CLI3761,58,2525.11,2258.6,9,0,471,0,N/A,0
CLI3762,53,990.39,2605.94,2,0,391,0,N/A,0
CLI3763,25,2711.75,517.51,3,1,631,0,N/A,0
CLI3764,50,2095.31,595.74,12,1,519,0,N/A,0
CLI3765,33,4470.92,1315.66,3,1,692,0,N/A,0
CLI3766,33,1618.79,185.93,4,0,467,0,N/A,0
CLI3767,60,2700.33,2393.38,6,1,609,0,N/A,0
CLI3768,43,3136.89,1669.45,12,1,548,1,Lembrete com opção de renegociar,0
CLI3769,24,1545.69,1701.07,2,1,730,0,N/A,0
CLI3770,64,2036.85,1033.07,3,0,705,0,N/A,0
CLI3771,61,2368.84,312.24,6,1,651,0,N/A,0
CLI3772,41,1788.38,1937.59,2,1,466,0,N/A,0
CLI3773,61,3023.33,2180.46,2,0,610,0,N/A,0
CLI3774,39,2788.36,2765.12,4,1,603,0,N/A,0
CLI3775,58,1092.62,355.64,6,0,674,0,N/A,0
CLI3776,53,1228.2,283.07,4,0,463,1,Lembrete simples,0
CLI3777,56,1763.5,2879.5,6,1,490,1,Lembrete simples,0
CLI3778,27,2188.39,2937.61,3,0,740,0,N/A,0
CLI3779,63,6041.08,2674.08,6,0,522,0,N/A,0
CLI3780,63,4321.83,2335.8,2,1,553,1,Lembrete com opção de renegociar,1
CLI3781,40,2276.34,1621.37,4,1,562,0,N/A,0
CLI3782,32,2840.03,657.71,4,1,536,0,N/A,0
CLI3783,26,2712.26,860.6,12,0,541,1,Lembrete simples,0
CLI3784,57,2458.52,2458.61,3,0,812,0,N/A,0
CLI3785,34,1322.26,1843.39,2,1,723,1,Lembrete simples,0
CLI3786,26,1350.89,830.85,2,1,672,0,N/A,0
CLI3787,46,959.11,1102.15,9,0,601,1,Lembrete com opção de renegociar,1
CLI3788,64,1722.75,1467.78,6,0,595,0,N/A,0
CLI3789,57,2614.64,2933.74,4,0,596,0,N/A,0
CLI3790,30,3057.24,2080.47,3,0,844,0,N/A,0
CLI3791,34,4640.09,228.25,6,0,594,0,N/A,0
CLI3792,63,1067.17,2857.17,4,0,527,1,Lembrete com opção de renegociar,0
CLI3793,27,1385.59,1396.49,2,1,423,0,N/A,0
CLI3794,28,3983.5,2254.84,2,0,414,0,N/A,0
CLI3795,33,2132.57,2443.8,2,1,864,0,N/A,0
CLI3796,43,1394.35,1273.33,6,1,465,1,Lembrete simples,1
CLI3797,55,2359.42,2861.25,3,1,722,0,N/A,0
CLI3798,52,2027.87,388.09,2,0,375,0,N/A,0
CLI3799,31,1907.04,1727.85,12,0,438,1,Lembrete com opção de renegociar,0
CLI3800,23,2372.85,624.78,6,1,404,0,N/A,0
CLI3801,61,1957.54,1271.31,2,0,730,0,N/A,0
CLI3802,64,2796.51,498.18,3,1,719,0,N/A,0
CLI3803,47,1531.51,712.64,12,0,712,0,N/A,0
CLI3804,29,1106.4,2623.17,6,1,338,1,Lembrete com opção de renegociar,0
CLI3805,37,1298.46,328.85,9,0,618,0,N/A,0
CLI3806,42,1306.62,115.97,9,1,910,0,N/A,0
CLI3807,61,2516.9,2111.69,3,0,738,0,N/A,0
CLI3808,56,2557.93,2392.07,4,0,676,0,N/A,0
CLI3809,38,2959.86,971.27,2,1,722,0,N/A,0
CLI3810,52,1842.52,497.73,3,1,696,0,N/A,0
CLI3811,47,1101.27,1074.72,3,0,696,0,N/A,0
CLI3812,45,2706.08,2605.61,12,0,778,0,N/A,0
CLI3813,45,2467.21,1839.8,9,0,686,1,Lembrete simples,0
CLI3814,41,1835.74,1210.48,4,0,536,1,Lembrete com opção de renegociar,0
CLI3815,35,1030.49,1464.45,4,0,661,1,Lembrete simples,0
CLI3816,42,4163.15,610.34,9,0,712,0,N/A,0
CLI3817,60,1883.18,1790.2,3,0,819,0,N/A,0
CLI3818,32,1098.45,2676.92,2,0,681,1,Lembrete com opção de renegociar,1
CLI3819,26,900.0,1587.47,6,1,491,0,N/A,0
CLI3820,58,2309.48,1160.07,6,1,471,0,N/A,0
CLI3821,56,1204.91,743.52,12,0,716,1,Lembrete simples,0
CLI3822,31,1930.79,2793.99,9,0,487,1,Lembrete simples,0
CLI3823,20,3723.31,1786.75,3,0,538,0,N/A,0
CLI3824,25,1861.14,157.63,2,1,586,0,N/A,0
CLI3825,36,1781.26,2126.56,2,0,680,1,Lembrete simples,0
CLI3826,21,900.0,2947.51,2,0,559,1,Lembrete simples,0
CLI3827,62,3011.98,663.35,2,0,463,0,N/A,0
CLI3828,19,3065.7,1711.29,6,1,391,0,N/A,0
CLI3829,57,2871.58,1638.39,12,0,859,0,N/A,0
CLI3830,56,1198.65,1964.28,2,0,638,0,N/A,0
CLI3831,26,2443.54,1186.15,3,1,688,0,N/A,0
CLI3832,23,1328.44,1478.57,12,1,758,0,N/A,0
CLI3833,21,1226.95,2080.22,9,1,501,1,Lembrete com opção de renegociar,1
CLI3834,64,1346.14,1228.64,2,1,547,0,N/A,0
CLI3835,62,1190.72,280.99,12,1,560,0,N/A,0
CLI3836,57,3260.8,1547.37,4,1,590,0,N/A,0
CLI3837,22,1882.88,1900.62,4,0,719,0,N/A,0
CLI3838,22,2996.43,1421.76,9,0,626,0,N/A,0
CLI3839,41,5406.12,676.83,4,0,495,0,N/A,0
CLI3840,34,3129.24,478.58,3,0,545,0,N/A,0
CLI3841,18,2726.26,138.93,3,1,911,0,N/A,0
CLI3842,18,1089.95,1889.84,4,1,581,0,N/A,0
CLI3843,39,988.29,949.17,4,0,709,0,N/A,0
CLI3844,42,900.0,1496.35,4,0,483,1,Lembrete simples,0
CLI3845,45,1444.12,286.8,4,0,520,0,N/A,0
CLI3846,38,1429.03,2414.79,2,0,622,1,Lembrete simples,1
CLI3847,44,1631.33,907.29,2,1,345,0,N/A,0
CLI3848,36,1510.03,2271.01,2,0,446,1,Lembrete com opção de renegociar,0
CLI3849,24,4777.15,359.67,6,0,725,0,N/A,0
CLI3850,53,3097.31,2610.82,2,0,719,1,Lembrete com opção de renegociar,1
CLI3851,21,3518.55,2921.97,3,1,546,0,N/A,0
CLI3852,25,1037.62,2498.75,3,1,785,0,N/A,0
CLI3853,39,2056.09,1616.52,4,0,540,0,N/A,0
CLI3854,26,900.0,1946.53,9,0,556,1,Lembrete simples,0
CLI3855,39,2789.1,1847.05,3,1,568,0,N/A,0
CLI3856,36,3981.21,1938.14,3,1,604,0,N/A,0
CLI3857,23,1306.82,2042.21,2,0,745,0,N/A,0
CLI3858,63,2525.88,789.8,4,0,416,0,N/A,0
CLI3859,37,3391.89,2697.28,9,1,545,1,Lembrete com opção de renegociar,0
CLI3860,42,1771.51,957.77,4,1,708,0,N/A,0
CLI3861,58,1523.66,521.38,4,0,594,0,N/A,0
CLI3862,30,1030.99,2471.51,6,1,660,0,N/A,0
CLI3863,34,1661.44,1351.23,12,1,688,0,N/A,0
CLI3864,33,2064.14,2306.04,9,0,389,0,N/A,0
CLI3865,30,3254.23,325.96,9,0,745,0,N/A,0
CLI3866,52,3210.62,193.27,9,0,941,0,N/A,0
CLI3867,25,1401.2,632.25,9,0,650,0,N/A,0
CLI3868,27,1964.7,1261.92,3,0,507,0,N/A,0
CLI3869,48,3725.98,2764.26,3,1,593,0,N/A,0
CLI3870,32,1702.33,991.98,6,0,880,0,N/A,0
CLI3871,61,1807.58,2844.57,4,0,572,0,N/A,0
CLI3872,23,2098.42,1429.64,4,0,408,0,N/A,0
CLI3873,24,2685.15,634.89,4,0,375,1,Lembrete simples,0
CLI3874,45,1218.9,861.25,3,0,426,0,N/A,0
CLI3875,40,4455.79,2209.01,2,0,658,0,N/A,0
CLI3876,27,2204.4,493.5,12,0,756,0,N/A,0
CLI3877,31,5294.92,1955.68,3,1,482,0,N/A,0
CLI3878,58,1188.91,1943.71,2,0,620,1,Lembrete com opção de renegociar,0
CLI3879,33,1436.57,1453.34,2,0,368,0,N/A,0
CLI3880,43,2232.79,1576.16,2,0,760,0,N/A,0
CLI3881,23,1405.93,1335.75,9,0,572,1,Lembrete simples,0
CLI3882,54,1704.52,2172.62,6,1,670,0,N/A,0
CLI3883,43,1284.99,883.09,2,1,482,0,N/A,0
CLI3884,41,1922.44,2412.43,12,0,650,0,N/A,0
CLI3885,32,1856.65,2910.25,12,0,402,1,Lembrete com opção de renegociar,1
CLI3886,23,2493.22,2712.93,6,1,538,1,Lembrete simples,0
CLI3887,28,5155.73,1537.41,12,0,665,1,Lembrete simples,0
CLI3888,31,2075.73,2299.78,4,0,394,0,N/A,0
CLI3889,41,6770.12,919.26,2,0,777,0,N/A,0
CLI3890,51,2078.97,2738.41,6,1,674,1,Lembrete com opção de renegociar,1
CLI3891,61,2486.53,986.73,3,0,525,0,N/A,0
